点位名称,SO2,NO2,PM10,CO,O31小时,O38小时,PM2.5,首要污染物,时间,日期,时间段,气温,风向编码,风力编码,降水强度,天气_多云,天气_晴,天气_阴,天气_雨,天气_雪,天气_雾霾沙尘
高压开关厂 ,118,148,322,115.0,10.0,10.0,429.0,7,2013-01-30,2013-01-30,1,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,108,142,319,116.0,13.0,12.0,413.0,7,2013-01-29,2013-01-29,0,11.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,108,142,319,116.0,13.0,12.0,413.0,7,2013-01-29,2013-01-29,1,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,135,132,169,109.0,14.0,14.0,293.0,6,2013-01-28,2013-01-28,0,13.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,135,132,169,109.0,14.0,14.0,293.0,6,2013-01-28,2013-01-28,1,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,118,138,182,109.0,8.0,8.0,266.0,6,2013-01-27,2013-01-27,0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,118,138,182,109.0,8.0,8.0,266.0,6,2013-01-27,2013-01-27,1,-1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,117,119,114,103.0,17.0,20.0,172.0,4,2013-01-26,2013-01-26,0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,117,119,114,103.0,17.0,20.0,172.0,4,2013-01-26,2013-01-26,1,-1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,80,109,117,102.0,25.0,28.0,169.0,4,2013-01-25,2013-01-25,0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,80,109,117,102.0,25.0,28.0,169.0,4,2013-01-25,2013-01-25,1,-2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,99,97,83,86.0,31.0,39.0,65.0,1,2013-01-24,2013-01-24,0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,99,97,83,86.0,31.0,39.0,65.0,1,2013-01-24,2013-01-24,1,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,114,128,176,106.0,20.0,22.0,312.0,7,2013-01-23,2013-01-23,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,114,128,176,106.0,20.0,22.0,312.0,7,2013-01-23,2013-01-23,1,-2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,101,119,128,104.0,23.0,20.0,219.0,6,2013-01-23,2013-01-23,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,101,119,128,104.0,23.0,20.0,219.0,6,2013-01-23,2013-01-23,1,-2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,102,91,82,88.0,26.0,33.0,94.0,3,2013-01-21,2013-01-21,0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,102,91,82,88.0,26.0,33.0,94.0,3,2013-01-21,2013-01-21,1,-3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,103,116,183,107.0,17.0,21.0,319.0,7,2013-01-20,2013-01-20,0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
高压开关厂 ,103,116,183,107.0,17.0,21.0,319.0,7,2013-01-20,2013-01-20,1,-2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,121,146,407,115.0,4.0,6.0,458.0,7,2013-01-19,2013-01-19,0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,121,146,407,115.0,4.0,6.0,458.0,7,2013-01-19,2013-01-19,1,-1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
高压开关厂 ,132,140,205,109.0,8.0,8.0,329.0,7,2013-01-18,2013-01-18,0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,132,140,205,109.0,8.0,8.0,329.0,7,2013-01-18,2013-01-18,1,-2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,107,117,143,101.0,12.0,14.0,214.0,6,2013-01-17,2013-01-17,0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,107,117,143,101.0,12.0,14.0,214.0,6,2013-01-17,2013-01-17,1,-3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,107,122,235,107.0,24.0,20.0,300.0,6,2013-01-16,2013-01-16,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,107,122,235,107.0,24.0,20.0,300.0,6,2013-01-16,2013-01-16,1,-3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,109,103,151,89.0,25.0,31.0,148.0,4,2013-01-15,2013-01-15,0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,109,103,151,89.0,25.0,31.0,148.0,4,2013-01-15,2013-01-15,1,-2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,126,155,500,114.0,11.0,5.0,500.0,7,2013-01-14,2013-01-14,0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,126,155,500,114.0,11.0,5.0,500.0,7,2013-01-14,2013-01-14,1,-4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,115,144,298,108.0,12.0,15.0,399.0,7,2013-01-13,2013-01-13,0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,115,144,298,108.0,12.0,15.0,399.0,7,2013-01-13,2013-01-13,1,-4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,133,139,215,103.0,10.0,14.0,308.0,7,2013-01-12,2013-01-12,0,,,,,,,,,,
高压开关厂 ,133,139,215,103.0,10.0,14.0,308.0,7,2013-01-12,2013-01-12,1,,,,,,,,,,
高压开关厂 ,112,122,171,104.0,33.0,37.0,269.0,6,2013-01-11,2013-01-11,0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,112,122,171,104.0,33.0,37.0,269.0,6,2013-01-11,2013-01-11,1,-4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,124,133,198,102.0,14.0,18.0,333.0,7,2013-01-10,2013-01-10,0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,124,133,198,102.0,14.0,18.0,333.0,7,2013-01-10,2013-01-10,1,-5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,110,115,149,89.0,16.0,22.0,216.0,6,2013-01-09,2013-01-09,0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,110,115,149,89.0,16.0,22.0,216.0,6,2013-01-09,2013-01-09,1,-5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,116,138,273,105.0,10.0,13.0,383.0,7,2013-01-08,2013-01-08,0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,116,138,273,105.0,10.0,13.0,383.0,7,2013-01-08,2013-01-08,1,-5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,114,117,182,45.0,9.0,13.0,320.0,7,2013-01-05,2013-01-05,0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,114,117,182,45.0,9.0,13.0,320.0,7,2013-01-05,2013-01-05,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,110,111,131,35.0,25.0,9.0,143.0,3,2013-01-04,2013-01-04,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,110,111,131,35.0,25.0,9.0,143.0,3,2013-01-04,2013-01-04,1,-6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,76,84,68,21.0,58.0,24.0,39.0,1,2013-01-03,2013-01-03,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高压开关厂 ,76,84,68,21.0,58.0,24.0,39.0,1,2013-01-03,2013-01-03,1,-7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,86,92,73,23.0,40.0,18.0,69.0,1,2013-01-02,2013-01-02,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,86,92,73,23.0,40.0,18.0,69.0,1,2013-01-02,2013-01-02,1,-5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
高压开关厂 ,90,116,115,30.0,52.0,17.0,139.0,3,2013-01-01,2013-01-01,0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高压开关厂 ,90,116,115,30.0,52.0,17.0,139.0,3,2013-01-01,2013-01-01,1,-5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,104,117,38.0,67.0,85.0,108.0,3,2013-04-26,2013-04-26,0,31.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,104,117,38.0,67.0,85.0,108.0,3,2013-04-26,2013-04-26,1,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,28,93,122,34.0,46.0,67.0,100.0,3,2013-04-25,2013-04-25,0,29.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,28,93,122,34.0,46.0,67.0,100.0,3,2013-04-25,2013-04-25,1,13.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,34,106,134,45.0,35.0,48.0,144.0,3,2013-04-24,2013-04-24,0,27.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,34,106,134,45.0,35.0,48.0,144.0,3,2013-04-24,2013-04-24,1,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,17,83,106,51.0,26.0,26.0,137.0,3,2013-04-23,2013-04-23,0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,17,83,106,51.0,26.0,26.0,137.0,3,2013-04-23,2013-04-23,1,11.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,6,82,123,49.0,2.0,2.0,198.0,4,2013-04-22,2013-04-22,0,15.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,6,82,123,49.0,2.0,2.0,198.0,4,2013-04-22,2013-04-22,1,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,18,84,97,42.0,15.0,15.0,162.0,4,2013-04-21,2013-04-21,0,18.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,18,84,97,42.0,15.0,15.0,162.0,4,2013-04-21,2013-04-21,1,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,10,55,65,29.0,15.0,18.0,100.0,1,2013-04-20,2013-04-20,0,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,10,55,65,29.0,15.0,18.0,100.0,1,2013-04-20,2013-04-20,1,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,4,48,81,29.0,17.0,24.0,102.0,3,2013-04-19,2013-04-19,0,14.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,4,48,81,29.0,17.0,24.0,102.0,3,2013-04-19,2013-04-19,1,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,24,53,182,34.0,32.0,42.0,158.0,4,2013-04-18,2013-04-18,0,24.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,24,53,182,34.0,32.0,42.0,158.0,4,2013-04-18,2013-04-18,1,12.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,44,74,151,37.0,58.0,29.0,155.0,4,2013-04-17,2013-04-17,0,33.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,44,74,151,37.0,58.0,29.0,155.0,4,2013-04-17,2013-04-17,1,18.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,25,65,93,20.0,39.0,50.0,83.0,1,2013-04-16,2013-04-16,0,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,25,65,93,20.0,39.0,50.0,83.0,1,2013-04-16,2013-04-16,1,19.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,38,102,100,26.0,43.0,58.0,87.0,3,2013-04-15,2013-04-15,0,32.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,38,102,100,26.0,43.0,58.0,87.0,3,2013-04-15,2013-04-15,1,17.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,20,92,96,24.0,34.0,44.0,83.0,1,2013-04-14,2013-04-14,0,31.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,20,92,96,24.0,34.0,44.0,83.0,1,2013-04-14,2013-04-14,1,16.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,15,102,96,25.0,38.0,50.0,70.0,3,2013-04-13,2013-04-13,0,29.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,15,102,96,25.0,38.0,50.0,70.0,3,2013-04-13,2013-04-13,1,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,18,90,94,25.0,35.0,44.0,72.0,1,2013-04-12,2013-04-12,0,27.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,18,90,94,25.0,35.0,44.0,72.0,1,2013-04-12,2013-04-12,1,11.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,25,93,104,24.0,32.0,40.0,90.0,3,2013-04-11,2013-04-11,0,23.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,25,93,104,24.0,32.0,40.0,90.0,3,2013-04-11,2013-04-11,1,9.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,74,100,18.0,27.0,38.0,68.0,1,2013-04-10,2013-04-10,0,20.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,74,100,18.0,27.0,38.0,68.0,1,2013-04-10,2013-04-10,1,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,12,50,87,14.0,29.0,43.0,55.0,1,2013-04-09,2013-04-09,0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,12,50,87,14.0,29.0,43.0,55.0,1,2013-04-09,2013-04-09,1,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,65,153,23.0,27.0,40.0,109.0,4,2013-04-08,2013-04-08,0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,65,153,23.0,27.0,40.0,109.0,4,2013-04-08,2013-04-08,1,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,29,79,102,24.0,31.0,36.0,99.0,3,2013-04-07,2013-04-07,0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,29,79,102,24.0,31.0,36.0,99.0,3,2013-04-07,2013-04-07,1,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,52,104,17.0,34.0,43.0,83.0,3,2013-04-06,2013-04-06,0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,14,52,104,17.0,34.0,43.0,83.0,3,2013-04-06,2013-04-06,1,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,23,48,114,15.0,20.0,27.0,64.0,3,2013-04-05,2013-04-05,0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,23,48,114,15.0,20.0,27.0,64.0,3,2013-04-05,2013-04-05,1,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,19,90,136,32.0,22.0,21.0,173.0,4,2013-04-04,2013-04-04,0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,19,90,136,32.0,22.0,21.0,173.0,4,2013-04-04,2013-04-04,1,9.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,45,102,143,35.0,54.0,70.0,172.0,4,2013-04-03,2013-04-03,0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,45,102,143,35.0,54.0,70.0,172.0,4,2013-04-03,2013-04-03,1,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,44,101,135,32.0,11.0,15.0,129.0,3,2013-04-02,2013-04-02,0,19.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,44,101,135,32.0,11.0,15.0,129.0,3,2013-04-02,2013-04-02,1,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,30,106,192,36.0,39.0,49.0,210.0,6,2013-04-01,2013-04-01,0,21.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,30,106,192,36.0,39.0,49.0,210.0,6,2013-04-01,2013-04-01,1,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,30,103,156,31.0,38.0,40.0,231.0,6,2013-03-31,2013-03-31,0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,30,103,156,31.0,38.0,40.0,231.0,6,2013-03-31,2013-03-31,1,11.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,46,106,171,31.0,38.0,50.0,223.0,6,2013-03-30,2013-03-30,0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,46,106,171,31.0,38.0,50.0,223.0,6,2013-03-30,2013-03-30,1,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,98,154,25.0,25.0,30.0,196.0,4,2013-03-29,2013-03-29,0,23.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,32,98,154,25.0,25.0,30.0,196.0,4,2013-03-29,2013-03-29,1,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,38,106,139,31.0,32.0,37.0,124.0,3,2013-03-28,2013-03-28,0,24.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,38,106,139,31.0,32.0,37.0,124.0,3,2013-03-28,2013-03-28,1,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,107,126,31.0,28.0,33.0,109.0,3,2013-03-27,2013-03-27,0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,107,126,31.0,28.0,33.0,109.0,3,2013-03-27,2013-03-27,1,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,16,82,105,23.0,36.0,45.0,120.0,3,2013-03-26,2013-03-26,0,20.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,16,82,105,23.0,36.0,45.0,120.0,3,2013-03-26,2013-03-26,1,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,60,155,16.0,36.0,46.0,119.0,4,2013-03-24,2013-03-24,0,20.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,60,155,16.0,36.0,46.0,119.0,4,2013-03-24,2013-03-24,1,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,37,106,174,32.0,37.0,40.0,192.0,4,2013-03-23,2013-03-23,0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,37,106,174,32.0,37.0,40.0,192.0,4,2013-03-23,2013-03-23,1,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,36,102,132,29.0,28.0,32.0,130.0,3,2013-03-22,2013-03-22,0,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,36,102,132,29.0,28.0,32.0,130.0,3,2013-03-22,2013-03-22,1,10.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,28,88,151,31.0,16.0,18.0,170.0,4,2013-03-21,2013-03-21,0,22.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,28,88,151,31.0,16.0,18.0,170.0,4,2013-03-21,2013-03-21,1,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,70,153,25.0,31.0,43.0,108.0,4,2013-03-20,2013-03-20,0,24.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,32,70,153,25.0,31.0,43.0,108.0,4,2013-03-20,2013-03-20,1,10.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,102,160,38.0,26.0,25.0,114.0,4,2013-03-19,2013-03-19,0,27.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,102,160,38.0,26.0,25.0,114.0,4,2013-03-19,2013-03-19,1,10.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,97,165,47.0,28.0,28.0,85.0,4,2013-03-18,2013-03-18,0,26.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,31,97,165,47.0,28.0,28.0,85.0,4,2013-03-18,2013-03-18,1,10.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,44,89,137,68.0,37.0,47.0,147.0,3,2013-03-17,2013-03-17,0,21.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,44,89,137,68.0,37.0,47.0,147.0,3,2013-03-17,2013-03-17,1,8.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,45,93,171,75.0,16.0,17.0,256.0,6,2013-03-16,2013-03-16,0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,45,93,171,75.0,16.0,17.0,256.0,6,2013-03-16,2013-03-16,1,9.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,40,70,156,70.0,25.0,32.0,210.0,6,2013-03-15,2013-03-15,0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,40,70,156,70.0,25.0,32.0,210.0,6,2013-03-15,2013-03-15,1,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,29,69,133,60.0,23.0,33.0,158.0,4,2013-03-14,2013-03-14,0,16.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,29,69,133,60.0,23.0,33.0,158.0,4,2013-03-14,2013-03-14,1,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,46,82,500,66.0,14.0,16.0,315.0,7,2013-03-13,2013-03-13,0,19.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,46,82,500,66.0,14.0,16.0,315.0,7,2013-03-13,2013-03-13,1,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,52,90,500,62.0,15.0,12.0,274.0,7,2013-03-12,2013-03-12,0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,52,90,500,62.0,15.0,12.0,274.0,7,2013-03-12,2013-03-12,1,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,47,63,120,51.0,16.0,21.0,112.0,3,2013-03-11,2013-03-11,0,17.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
兴庆小区 ,47,63,120,51.0,16.0,21.0,112.0,3,2013-03-11,2013-03-11,1,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
兴庆小区 ,60,117,179,63.0,38.0,41.0,127.0,4,2013-03-08,2013-03-08,0,27.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,60,117,179,63.0,38.0,41.0,127.0,4,2013-03-08,2013-03-08,1,14.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,57,104,288,61.0,26.0,29.0,162.0,6,2013-03-06,2013-03-06,0,21.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,57,104,288,61.0,26.0,29.0,162.0,6,2013-03-06,2013-03-06,1,4.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,69,111,345,74.0,32.0,41.0,223.0,7,2013-03-05,2013-03-05,0,21.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,69,111,345,74.0,32.0,41.0,223.0,7,2013-03-05,2013-03-05,1,6.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,41,98,177,53.0,33.0,40.0,125.0,4,2013-03-04,2013-03-04,0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
兴庆小区 ,41,98,177,53.0,33.0,40.0,125.0,4,2013-03-04,2013-03-04,1,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
兴庆小区 ,50,93,205,57.0,34.0,40.0,130.0,6,2013-03-03,2013-03-03,0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
